10000,1,5
10000,2,6
10000,3,7
10000,4,8
10000,5,9
10000,6,8
10000,7,8
10000,8,8
10000,9,8
10000,10,8
10000,11,9
10000,12,10
10000,13,9
10000,14,10
10000,15,10
10000,16,10
10000,17,11
10000,18,11
10000,19,13
10000,20,11
10000,21,14
10000,22,14
10000,23,15
10000,24,13
10000,25,13
10000,26,13
10000,27,15
10000,28,15
10000,29,15
10000,30,16
